MonthlyCharges,tenure,TotalCharges,Contract,PaymentMethod,OnlineSecurity,TechSupport,InternetService,Churn
25.0,51,475,1,0,1,1,2,0
20.95,11,2323,0,0,1,1,2,0
110.6,60,5255,2,2,2,2,1,0
55.5,17,6406,0,1,2,0,0,0
43.3,3,419,0,2,0,0,0,1
109.5,70,5789,1,0,2,2,1,1
19.45,1,1483,0,3,1,1,2,0
84.85,43,3148,0,2,0,0,1,0
19.6,16,2728,0,3,1,1,2,0
53.45,57,2654,1,2,2,0,0,0
19.8,37,5356,1,1,1,1,2,0
112.1,72,5998,2,1,2,2,1,0
84.8,11,6337,0,1,0,0,1,1
95.05,50,4128,0,2,0,0,1,1
50.35,5,2007,0,2,0,0,0,1
74.6,1,5722,0,0,0,0,1,1
19.7,16,2965,0,3,1,1,2,1
74.2,2,729,0,2,0,0,1,0
69.0,17,205,0,3,0,2,0,0
19.35,16,2547,1,1,1,1,2,0
59.45,15,6309,0,2,0,0,0,1
19.8,10,1584,1,3,1,1,2,0
105.2,46,4075,1,0,2,2,1,1
109.2,64,5342,2,1,0,2,1,0
79.15,1,5963,0,3,0,0,1,0
53.65,25,644,1,3,0,0,0,0
100.2,71,5627,2,1,2,2,1,0
45.15,8,3721,0,3,0,0,0,1
108.65,72,5883,2,0,2,2,1,0
40.65,49,1697,0,0,2,0,0,0
55.35,29,1107,1,1,2,2,0,0
105.6,72,5816,2,0,2,2,1,0
93.8,31,2617,0,2,0,0,1,1
95.7,50,3998,0,2,0,0,1,0
83.2,71,4998,2,2,2,2,0,0
90.05,70,5119,2,1,2,2,0,0
97.65,71,5305,1,1,2,2,1,0
68.05,61,3554,2,0,2,2,0,0
96.2,32,2767,0,2,0,2,1,1
79.6,1,5970,0,2,0,0,1,1
102.1,68,5601,2,0,2,0,1,0
23.4,62,793,2,0,1,1,2,0
71.05,7,3995,0,2,0,0,1,0
85.25,20,1244,0,2,0,0,1,1
19.45,6,250,1,3,1,1,2,0
59.45,33,1458,0,0,2,0,0,0
92.2,28,2223,1,0,0,0,1,0
19.85,27,3981,2,1,1,1,2,0
43.9,7,2408,0,3,0,0,0,0
80.5,26,1717,0,2,0,2,1,1
89.8,5,4251,0,2,0,0,1,1
90.5,30,2244,0,1,2,0,1,0
90.45,63,4801,1,1,0,0,1,0
50.75,1,4234,0,2,0,0,0,1
84.6,53,3775,1,2,0,2,0,0
89.65,14,380,0,1,0,2,1,1
99.15,21,1558,0,0,0,2,1,0
19.95,17,2700,1,3,1,1,2,0
20.5,16,2508,2,3,1,1,2,0
62.1,35,1727,0,2,0,0,0,0
79.5,32,2319,0,2,0,0,1,0
19.55,28,4509,0,0,1,1,2,0
20.35,1,1613,0,3,1,1,2,0
51.7,59,2602,0,2,0,2,0,0
23.3,72,1094,1,0,1,1,2,0
65.4,36,2145,1,3,0,2,0,1
65.1,40,2237,0,3,2,0,0,0
81.2,40,2859,0,2,0,0,1,0
72.9,9,5211,0,3,0,2,0,1
74.5,63,3957,2,1,2,2,0,0
80.5,3,1955,0,2,0,0,1,0
60.3,40,2099,1,3,0,2,0,0
75.0,8,5250,0,3,2,0,1,0
90.15,34,2718,1,3,2,2,1,0
40.0,5,1862,0,3,2,2,0,1
99.45,9,6365,0,1,0,0,1,1
69.05,9,5226,0,1,0,0,0,0
59.7,31,1379,0,0,0,0,0,0
19.85,50,6429,1,0,1,1,2,0
86.25,2,1360,0,2,2,2,1,1
45.65,1,3821,0,2,0,0,0,1
70.1,8,4576,0,3,0,0,1,1
40.75,9,3108,0,2,0,0,0,0
70.2,2,286,0,0,0,0,1,1
55.35,3,1126,0,2,2,0,0,1
95.7,25,1972,0,1,0,2,1,0
46.3,1,3906,0,2,0,0,0,0
81.3,45,3067,0,3,2,2,0,0
84.2,51,3542,0,2,0,0,1,1
20.0,55,169,0,1,1,1,2,0
66.15,38,2180,0,0,2,0,0,0
45.85,2,6055,0,3,0,0,0,1
19.6,38,5609,0,2,1,1,2,0
49.8,34,1243,0,2,0,0,0,0
101.75,70,5552,1,2,0,0,1,0
55.15,13,5737,1,3,2,2,0,0
75.25,39,2614,0,2,0,0,1,1
103.95,61,5170,1,2,0,0,1,0
100.15,12,307,0,0,0,0,1,1
99.65,41,3605,2,1,0,2,1,0
73.7,21,999,0,2,0,0,1,0
50.05,55,2383,1,0,0,0,0,0
60.25,69,3466,2,0,2,2,0,0
105.75,26,2354,0,2,0,0,1,1
87.3,69,4950,1,1,2,0,1,0
48.35,18,6064,0,2,0,0,0,1
54.25,47,2192,0,2,0,0,0,0
85.3,72,5001,2,0,2,2,0,0
50.0,33,1272,0,2,0,2,0,0
24.4,2,3114,0,3,0,0,0,1
90.95,72,5290,2,1,2,2,0,0
72.25,37,2231,0,0,0,0,1,0
96.1,62,4928,0,1,0,0,1,0
19.85,71,685,2,1,1,1,2,0
55.3,23,517,0,0,0,2,0,0
20.1,16,2555,1,3,1,1,2,0
69.5,9,5224,0,3,2,2,0,0
25.15,17,3515,2,3,1,1,2,0
20.95,4,6211,0,0,1,1,2,1
49.55,1,4141,0,2,2,0,0,1
79.65,24,1525,0,3,0,0,1,0
71.25,1,5568,0,2,0,0,1,0
113.8,72,5932,2,0,2,2,1,0
24.55,72,1271,2,2,1,1,2,0
19.7,11,1774,0,1,1,1,2,0
20.25,9,1308,0,3,1,1,2,1
50.15,2,285,0,1,0,0,0,1
100.5,60,4932,1,1,0,0,1,0
95.9,29,2384,0,2,0,0,1,1
74.45,49,3206,2,0,0,2,0,0
104.1,30,2711,0,2,0,0,1,0
19.05,53,6514,1,1,1,1,2,0
25.0,39,10,2,3,1,1,2,0
19.05,9,1020,0,3,1,1,2,0
81.9,39,2801,1,2,0,2,1,0
69.7,8,4722,0,2,0,0,1,0
90.15,51,3882,1,2,0,0,1,0
25.35,71,1408,2,1,1,1,2,0
24.65,71,1292,2,3,1,1,2,0
19.55,70,855,2,1,1,1,2,0
25.25,1,2152,0,2,0,0,0,1
60.0,38,1814,2,0,2,2,0,0
89.9,28,2081,0,1,0,0,1,0
19.4,32,5163,0,0,1,1,2,0
49.8,49,2034,2,3,0,0,0,0
24.1,37,6244,2,0,1,1,2,0
54.25,10,4803,0,2,0,2,0,0
109.9,67,5686,1,1,2,0,1,0
35.5,7,2135,1,1,0,2,0,0
87.55,51,3797,1,1,0,0,1,0
45.15,9,3558,0,2,0,0,0,1
88.4,9,5950,0,3,0,0,1,0
50.8,4,1652,0,3,0,2,0,0
99.0,71,5497,2,2,2,0,1,0
84.4,50,3508,0,0,0,0,1,1
96.55,24,1900,2,2,0,0,1,0
59.75,22,675,1,0,2,0,0,0
111.5,44,4165,0,2,2,0,1,0
24.25,33,6166,0,0,1,1,2,0
75.1,1,5768,0,2,0,0,1,1
70.15,54,3203,1,1,0,0,0,1
101.75,42,3639,0,2,0,0,1,1
45.8,1,3824,0,2,0,0,0,1
20.5,1,1616,0,3,1,1,2,0
70.4,30,1676,1,2,2,2,0,0
30.55,1,2594,0,3,0,2,0,0
84.9,16,726,0,2,2,2,0,0
20.1,1,1608,0,3,1,1,2,1
40.65,9,2852,0,3,0,2,0,1
101.0,46,3961,0,2,0,0,1,1
69.1,1,5440,0,2,0,0,1,1
54.5,71,3244,2,0,2,2,0,0
75.35,43,2745,0,1,0,0,1,0
44.45,50,1804,1,0,2,2,0,0
75.0,13,6528,0,3,0,0,1,1
100.0,19,1465,1,0,0,2,1,1
98.05,41,3408,0,0,0,0,1,0
71.15,1,5566,0,2,0,0,1,1
54.15,24,441,0,1,0,0,0,1
63.9,40,2283,1,0,0,0,0,0
69.15,3,1986,0,0,0,0,0,0
64.65,37,1982,1,0,2,0,0,0
108.75,67,5603,2,1,2,2,1,1
98.85,32,2681,0,2,0,0,1,0
49.15,6,2351,0,2,0,2,0,1
89.6,32,2509,0,2,2,0,1,0
83.25,59,4193,0,2,0,0,1,0
70.25,30,1820,1,0,0,2,0,0
19.4,20,3218,0,2,1,1,2,1
24.5,27,5830,2,2,1,1,2,0
79.15,20,943,0,2,2,0,1,1
20.1,9,1496,1,3,1,1,2,0
73.0,68,4336,1,1,2,0,0,0
61.4,69,3469,2,1,2,2,0,0
84.3,26,1921,0,3,0,2,1,0
19.9,69,646,2,0,1,1,2,0
20.4,11,1946,2,3,1,1,2,0
50.75,1,4234,0,3,0,0,0,0
20.45,10,2065,1,3,1,1,2,0
75.75,55,3634,1,0,2,2,0,0
65.4,44,2406,1,2,2,2,0,0
80.4,46,3121,0,2,0,0,1,1
59.75,69,3478,2,0,2,0,0,0
78.5,11,6273,0,2,0,0,1,0
102.0,11,276,0,2,0,0,1,1
48.95,29,589,0,0,0,0,0,0
99.65,57,4555,0,2,2,0,1,0
18.25,28,4461,1,1,1,1,2,0
54.55,42,2105,0,1,2,0,0,0
20.65,2,3258,0,3,1,1,2,1
40.65,23,6435,1,0,2,2,0,0
20.45,18,3090,0,3,1,1,2,0
24.8,62,875,1,0,1,1,2,0
70.8,1,5517,0,3,0,0,1,1
89.05,16,831,0,1,0,2,1,1
96.6,3,2516,0,2,0,0,1,1
88.8,67,4848,1,0,2,2,0,0
20.05,62,372,2,1,1,1,2,0
104.5,57,4858,0,1,0,0,1,1
69.8,2,849,0,2,0,0,1,0
77.15,23,1282,2,0,2,2,0,0
35.05,25,6189,2,0,2,2,0,0
108.1,72,5900,2,0,0,2,1,0
84.05,2,616,0,2,0,0,1,0
20.2,8,732,1,0,1,1,2,0
50.6,5,2136,0,3,0,0,0,1
49.2,35,1201,0,2,0,0,0,0
24.6,24,4856,1,2,1,1,2,0
71.65,2,640,0,2,0,0,1,0
104.9,72,5886,2,1,2,2,1,0
106.5,41,3643,0,2,2,2,1,0
49.35,4,1809,0,2,2,0,0,1
75.5,26,1647,1,0,0,0,1,0
94.25,7,5309,0,2,0,0,1,1
68.95,1,5383,0,2,0,0,1,1
58.5,4,1877,0,3,0,2,0,0
78.9,48,3237,2,1,0,2,0,0
93.85,2,1566,0,2,0,0,1,1
79.2,12,6430,1,2,2,2,0,0
109.45,60,5247,0,0,2,2,1,0
59.2,55,2758,2,2,2,2,0,0
29.15,1,2503,0,3,0,2,0,0
20.05,1,1607,0,3,1,1,2,0
76.05,4,2763,0,2,0,0,1,1
24.45,1,2040,0,3,0,0,0,1
66.5,42,2399,2,1,0,2,0,0
49.55,1,4141,0,0,2,0,0,0
89.35,7,5102,0,1,0,0,1,1
73.6,3,1957,0,1,0,0,1,0
82.65,72,4855,2,1,2,0,0,0
49.0,15,5763,0,2,0,0,0,0
80.35,4,2667,0,2,0,0,1,1
25.2,11,2101,1,2,1,1,2,0
25.45,5,621,0,3,1,1,2,0
55.8,1,4567,0,2,2,0,0,1
110.9,72,6109,2,1,2,2,1,0
77.75,55,3637,0,1,0,0,1,0
26.2,40,149,0,2,1,1,2,0
19.9,57,224,2,0,1,1,2,0
79.05,1,5961,0,2,0,0,1,1
95.0,1,6440,0,2,2,0,1,1
25.2,1,2151,0,3,0,0,0,1
80.85,52,3481,1,2,0,0,0,0
98.4,41,3577,0,2,0,0,1,1
56.35,43,2030,1,3,0,0,0,0
19.3,47,6306,2,0,1,1,2,0
50.4,3,665,0,0,0,0,0,0
79.4,66,4333,2,1,2,2,0,1
55.25,55,2709,2,1,0,2,0,0
19.1,29,4421,1,3,1,1,2,0
84.05,12,6477,0,2,0,0,1,0
105.2,66,5470,0,2,0,0,1,0
101.4,35,3027,0,2,0,0,1,1
89.8,10,6353,0,2,0,0,1,1
75.75,27,1526,0,0,0,0,1,0
95.3,58,4797,0,2,0,2,1,0
109.75,54,4992,2,0,2,2,1,1
19.85,9,1310,0,3,1,1,2,0
19.3,2,2426,1,1,1,1,2,1
69.1,6,3696,0,2,0,0,1,0
91.25,26,1994,0,2,0,0,1,1
20.25,9,1429,0,3,1,1,2,0
54.75,8,3777,0,3,0,0,0,0
81.45,12,6350,0,2,0,0,1,0
49.1,15,5371,0,2,0,0,0,1
80.2,43,3104,1,2,2,0,0,0
100.3,42,3606,0,2,0,2,1,0
65.25,31,1605,0,1,2,2,0,1
90.95,66,4867,2,1,2,2,1,0
85.45,18,918,0,2,0,2,1,1
20.0,1,1606,0,3,1,1,2,0
94.1,61,4667,2,2,0,2,1,1
79.85,10,6002,0,2,0,0,1,0
71.65,1,5571,0,2,0,0,1,1
73.55,18,651,0,2,0,0,1,0
104.65,24,2196,0,2,0,0,1,1
19.3,3,4490,0,3,1,1,2,0
20.15,50,6507,1,1,1,1,2,0
44.55,1,3743,0,2,0,0,0,0
54.45,2,6267,0,3,2,2,0,0
19.65,17,3044,1,0,1,1,2,0
105.0,69,5660,2,2,0,0,1,0
88.7,72,5096,2,1,2,2,0,0
74.25,3,1731,0,2,0,0,1,1
75.15,50,3273,2,0,2,0,0,0
20.25,53,92,2,3,1,1,2,0
109.1,58,5155,2,1,2,2,1,0
30.75,46,881,1,0,2,0,0,0
112.9,72,6045,0,1,2,2,1,0
74.2,1,5715,0,2,0,0,1,1
94.05,6,4344,0,3,0,0,1,0
78.85,72,4758,2,0,2,2,0,0
55.3,4,2018,0,3,0,0,0,0
19.35,52,67,2,3,1,1,2,0
25.35,0,0,2,3,1,1,2,0
20.45,2,2944,1,3,1,1,2,0
19.35,65,582,2,0,1,1,2,0
101.0,43,3725,0,2,0,0,1,1
100.2,4,3591,0,2,0,0,1,1
89.05,25,1791,1,2,2,0,1,1
78.65,51,3375,1,1,0,2,0,0
74.75,12,6118,0,0,0,0,0,0
70.1,57,3351,1,0,2,0,0,1
19.9,24,4455,1,3,1,1,2,0
58.35,64,3227,1,0,0,2,0,0
105.65,4,3765,1,2,0,2,1,1
100.5,26,2248,0,0,0,0,1,0
20.05,15,2455,0,3,1,1,2,0
25.65,64,1257,2,1,1,1,2,0
96.5,36,2975,0,2,0,0,1,1
95.0,27,2115,0,1,0,0,1,0
70.85,1,5518,0,3,0,0,1,1
85.95,35,2706,1,1,2,2,0,1
73.9,4,2430,0,2,0,0,1,1
45.45,8,3503,0,2,0,0,0,0
20.0,10,1586,0,1,1,1,2,0
49.2,2,64,0,3,0,0,0,0
109.45,58,5014,2,0,2,0,1,1
83.25,51,3487,2,1,2,2,0,0
19.25,46,6247,2,3,1,1,2,0
19.65,1,1487,0,0,1,1,2,0
72.8,46,2827,0,0,0,0,1,0
109.65,50,4496,0,0,2,2,1,0
65.0,53,2918,0,1,0,2,0,0
114.1,61,5594,0,2,0,2,1,0
20.65,5,6393,0,0,1,1,2,0
86.95,47,3534,1,0,2,2,0,0
94.75,54,4312,1,0,0,0,1,0
25.35,19,4680,0,1,0,0,0,0
105.45,26,2355,2,2,0,2,1,0
25.4,70,1314,2,3,1,1,2,0
102.55,17,1259,0,2,0,0,1,0
100.2,30,2580,0,2,0,0,1,1
24.0,1,2035,0,3,1,1,2,0
25.6,19,4092,2,3,1,1,2,0
73.5,26,1505,2,1,0,0,0,0
74.05,21,1014,0,0,0,0,1,1
98.25,50,4096,1,2,0,0,1,0
54.4,68,3207,1,2,2,0,0,0
101.55,3,2576,0,0,0,0,1,1
103.1,9,6485,0,2,0,2,1,0
34.2,51,1313,2,0,2,2,0,0
43.75,9,3463,0,2,0,0,0,0
111.95,41,3862,1,2,0,2,1,1
100.65,22,2058,0,2,0,0,1,0
55.95,21,296,1,2,2,0,0,1
116.05,71,6130,2,0,2,2,1,0
45.75,1,3823,0,2,0,0,0,1
82.0,26,1712,1,1,0,2,0,0
65.15,71,3962,2,0,2,2,0,0
44.8,4,1284,0,1,0,0,0,0
79.8,12,7,0,2,2,0,1,0
88.85,18,1049,0,2,0,2,1,0
74.95,3,1748,0,2,0,0,1,0
106.85,72,5857,1,0,2,0,1,0
74.95,11,6081,0,2,0,0,1,1
80.15,1,6015,0,1,0,0,1,1
19.3,13,2241,1,1,1,1,2,0
109.25,72,6068,1,2,0,2,1,1
56.1,42,2022,1,1,2,0,0,0
19.7,17,2946,0,1,1,1,2,0
51.3,7,3580,0,3,0,0,0,0
118.6,68,6010,2,3,2,2,1,0
24.15,56,738,2,0,1,1,2,0
20.3,38,5764,1,3,1,1,2,0
115.5,72,6186,2,2,2,2,1,0
25.05,48,321,1,1,1,1,2,0
109.1,52,4675,0,2,2,0,1,0
19.65,35,5557,1,3,1,1,2,0
111.3,67,5810,2,0,0,2,1,0
29.9,1,2506,0,3,2,0,0,0
80.6,53,3694,0,3,0,2,1,0
20.8,34,5127,0,3,1,1,2,0
35.2,3,160,0,1,0,0,0,1
78.8,1,5912,0,2,0,0,1,1
89.95,19,1177,0,3,0,2,1,0
116.05,60,5466,2,0,2,2,1,0
19.55,11,1861,2,1,1,1,2,0
106.4,47,4317,0,2,0,0,1,1
49.4,18,6274,0,2,2,0,0,1
115.25,60,5350,2,1,2,2,1,0
24.8,72,1448,2,1,1,1,2,0
19.9,39,5980,1,3,1,1,2,0
81.25,59,3932,1,1,2,0,1,0
69.95,2,796,0,3,0,0,1,0
69.1,1,5440,0,2,0,0,1,1
90.2,20,1300,0,2,0,0,1,1
93.55,6,4471,0,0,0,0,1,1
86.4,71,5033,2,1,0,2,1,0
66.3,24,1003,0,3,2,0,0,0
94.65,67,4966,0,1,0,0,1,0
80.85,1,6023,0,3,0,0,1,1
82.05,48,3446,1,3,0,0,1,1
72.1,37,2308,1,3,0,2,0,0
34.7,11,3278,0,3,0,0,0,0
20.55,3,4300,0,1,1,1,2,1
95.95,18,1266,0,1,0,0,1,0
44.8,50,1866,1,0,0,0,0,0
109.4,67,5654,1,2,2,2,1,0
71.05,25,1391,0,3,2,2,0,0
78.55,2,883,0,2,0,0,1,1
19.7,9,1347,0,1,1,1,2,0
40.25,10,3501,1,3,2,2,0,0
19.85,70,597,2,1,1,1,2,0
68.25,9,4755,0,0,2,2,0,0
20.15,4,5378,0,1,1,1,2,0
50.95,2,418,0,3,2,0,0,0
78.65,1,5911,0,2,0,0,1,1
25.15,19,3960,0,0,0,0,0,0
20.25,7,1253,0,0,1,1,2,0
42.9,1,3590,0,2,0,0,0,1
44.0,1,3734,0,2,0,0,0,0
20.25,9,1226,1,3,1,1,2,0
34.25,3,710,0,3,2,2,0,1
58.5,9,4483,0,3,2,2,0,1
55.8,5,2595,0,1,2,0,0,0
88.9,56,4203,1,0,0,0,1,0
57.65,18,6517,0,3,2,0,0,0
96.2,49,3992,0,2,0,0,1,1
79.15,70,4594,2,3,2,2,0,0
108.05,72,5923,2,1,0,2,1,0
74.4,6,3689,0,2,0,0,1,1
94.8,17,1010,0,2,0,0,1,0
45.9,29,601,0,2,0,0,0,0
105.3,6,4529,0,2,0,0,1,1
102.6,63,5087,2,2,0,0,1,0
73.85,16,517,0,0,0,0,1,1
61.35,59,3147,1,0,0,0,0,0
57.55,3,1067,0,2,0,0,0,0
29.25,8,1898,0,3,0,0,0,0
84.55,7,5190,0,2,0,0,1,1
19.6,68,816,2,1,1,1,2,0
111.75,68,5782,2,1,2,2,1,0
106.5,52,4656,1,2,0,0,1,0
107.7,72,5983,2,1,2,2,1,0
19.3,32,4862,1,3,1,1,2,0
20.05,72,780,2,0,1,1,2,0
69.95,1,5455,0,1,0,0,1,0
63.7,42,2401,1,1,2,2,0,0
24.75,25,5462,2,1,1,1,2,1
50.9,45,1938,0,0,2,0,0,0
60.4,43,2289,1,1,2,2,0,0
79.25,37,2519,1,3,2,0,0,0
85.8,20,1233,0,1,0,0,1,1
24.45,4,6242,0,2,0,0,0,1
110.1,63,5322,2,1,2,2,1,0
90.7,3,2009,0,3,0,0,1,0
25.3,66,1159,2,1,1,1,2,0
105.7,28,2575,0,2,0,0,1,1
85.2,8,5475,0,2,0,0,1,0
24.35,71,1138,2,3,1,1,2,0
24.25,1,2038,0,2,0,0,0,1
25.1,72,1424,2,0,1,1,2,0
54.55,16,6112,0,0,2,0,0,0
96.6,66,5171,2,3,2,2,1,0
76.5,11,6164,0,2,0,0,1,1
81.15,51,3519,1,1,2,2,0,0
38.5,8,2868,0,2,2,0,0,0
92.9,14,612,0,2,0,0,1,0
93.5,4,3128,0,2,0,2,1,1
84.7,70,4907,2,3,2,0,0,0
66.0,70,4133,2,2,2,2,0,0
101.5,54,4475,1,1,0,0,1,1
74.9,28,1692,0,0,2,0,1,1
20.75,24,4112,2,3,1,1,2,0
61.45,69,3524,2,1,0,0,0,0
54.5,42,1941,0,3,2,0,0,0
69.6,2,569,0,2,0,0,1,1
99.75,39,3449,0,2,0,0,1,0
109.75,45,4151,2,0,0,2,1,0
80.85,72,4726,2,0,2,2,0,0
20.3,38,5740,2,3,1,1,2,0
67.8,72,4058,2,0,2,2,0,0
24.05,1,2036,0,3,1,1,2,1
19.8,72,761,2,1,1,1,2,0
25.7,55,823,2,0,1,1,2,0
56.15,51,2502,1,2,0,2,0,0
86.7,63,4439,2,0,2,2,0,0
20.4,1,1614,0,3,1,1,2,0
19.65,23,3837,2,3,1,1,2,0
50.55,1,4230,0,2,0,0,0,1
54.35,2,315,0,3,0,2,0,0
108.1,52,4810,0,1,2,0,1,0
54.45,36,1471,1,3,2,0,0,0
45.35,1,3817,0,3,0,0,0,0
59.0,28,1137,1,3,2,0,0,0
69.45,7,4036,1,2,2,0,0,0
100.55,14,764,0,2,0,0,1,1
64.95,72,3875,2,1,2,2,0,0
20.5,1,1616,0,3,1,1,2,1
18.85,10,1101,0,3,1,1,2,0
19.8,42,6204,1,0,1,1,2,0
25.05,7,1470,0,0,0,0,0,0
74.8,4,2794,0,0,0,0,1,1
114.3,72,6042,2,1,2,2,1,0
24.45,20,4072,0,2,0,0,0,1
109.2,63,5544,2,1,2,2,1,0
45.05,56,2218,2,0,2,2,0,0
51.0,5,2468,0,3,0,2,0,0
110.45,72,6004,2,0,0,2,1,0
84.65,68,4695,0,2,0,0,1,0
60.05,67,3410,1,3,2,2,0,0
44.65,8,3181,0,0,0,0,0,0
93.25,52,3930,0,0,0,2,1,0
20.25,18,3426,0,3,1,1,2,0
25.45,59,963,2,3,1,1,2,0
20.6,60,183,2,3,1,1,2,0
94.1,7,5527,0,2,0,0,1,0
34.8,59,1588,1,3,2,0,0,0
60.75,46,2496,2,0,2,2,0,0
51.35,5,2268,0,2,0,0,0,0
64.05,59,3325,2,1,2,2,0,0
84.8,70,4853,2,0,0,2,0,0
71.0,14,6352,0,1,0,0,1,1
50.15,44,1757,0,3,0,0,0,0
94.6,64,4875,2,1,2,0,1,0
59.75,58,3132,2,3,2,2,0,0
100.25,46,4026,1,2,0,2,1,0
98.9,58,4769,0,2,0,0,1,0
97.7,72,5419,2,1,0,0,1,0
40.3,30,322,0,2,0,0,0,1
60.25,11,5279,0,0,2,0,0,0
56.25,34,1291,0,2,0,0,0,0
46.2,54,2080,2,0,2,0,0,0
50.6,3,986,0,2,0,0,0,1
24.9,72,1426,2,3,1,1,2,0
84.85,40,2870,0,2,0,2,1,1
65.7,2,617,0,3,0,0,0,1
63.35,54,2950,2,1,0,0,0,0
50.1,14,5562,0,0,2,0,0,0
70.5,1,5511,0,2,0,0,1,1
94.85,10,6452,0,2,0,0,1,1
50.15,1,4226,0,2,2,0,0,0
19.75,1,1489,0,3,1,1,2,1
64.65,56,3163,1,0,2,2,0,0
79.6,68,4582,2,0,2,2,0,0
19.5,14,2359,1,3,1,1,2,0
99.55,68,5294,2,2,2,2,1,0
74.0,55,3464,0,2,0,0,1,0
38.9,16,5286,0,2,2,0,0,0
79.55,9,5616,0,2,0,0,1,0
65.45,14,6413,0,2,2,0,0,1
98.7,58,4793,0,2,0,0,1,1
46.3,53,2199,0,0,2,0,0,0
99.35,70,5473,2,1,2,0,1,0
95.8,14,632,0,2,0,0,1,0
67.5,22,980,1,0,2,2,0,1
78.15,10,5847,0,1,2,0,1,0
26.1,29,5464,2,3,1,1,2,0
69.6,1,5448,0,2,0,0,1,1
84.35,49,3468,1,2,2,2,0,1
100.2,68,5411,0,2,0,0,1,1
78.05,1,5907,0,2,0,0,1,1
40.35,30,347,1,1,0,2,0,0
79.2,72,4495,2,1,2,2,0,0
20.9,10,2119,0,3,1,1,2,0
73.6,7,4356,0,2,0,0,1,1
74.75,9,5548,0,2,0,0,1,1
49.9,1,4147,0,3,2,0,0,0
68.9,20,669,0,1,0,2,0,0
20.25,1,1611,0,3,1,1,2,0
76.0,29,1850,0,1,0,0,1,0
74.0,1,5713,0,2,0,2,1,0
82.3,3,1759,0,3,2,2,1,0
89.4,20,1444,0,0,2,0,1,0
99.15,64,5032,0,1,0,2,1,0
20.2,1,1610,0,3,1,1,2,1
29.45,6,1067,0,0,2,0,0,0
19.8,50,30,2,2,1,1,2,0
59.15,6,2916,0,0,2,0,0,0
44.75,7,2891,0,2,0,0,0,0
90.8,72,5216,2,1,0,0,1,0
49.55,8,3362,0,0,0,0,0,0
106.7,67,5525,2,1,2,2,1,0
93.55,24,1901,0,2,0,0,1,1
94.45,72,5465,2,1,2,0,1,0
19.45,33,4916,1,0,1,1,2,0
25.05,2,4636,0,2,0,0,0,1
67.95,70,3944,2,3,2,2,0,0
65.25,22,817,1,0,0,0,0,0
99.45,59,4657,0,0,2,0,1,0
20.35,36,5476,1,1,1,1,2,0
19.95,51,59,2,3,1,1,2,0
77.4,53,3552,1,0,2,2,0,0
19.7,20,3374,1,0,1,1,2,0
99.7,63,5117,2,1,2,0,1,0
74.8,40,2569,0,1,0,0,1,0
19.15,35,5142,1,3,1,1,2,0
78.95,26,1669,1,0,0,0,1,0
95.55,27,2169,0,2,0,0,1,1
62.85,53,2963,1,1,2,2,0,0
71.55,34,2076,0,1,0,0,1,0
94.95,19,1286,0,2,0,0,1,0
86.1,43,3078,0,1,2,0,1,0
19.55,6,406,0,3,1,1,2,0
24.8,56,782,2,3,1,1,2,0
39.3,57,1743,0,2,0,0,0,1
84.05,34,2513,0,3,0,0,1,0
36.25,10,3217,0,2,0,2,0,0
20.25,1,1611,0,3,1,1,2,1
23.9,13,2597,0,2,0,0,0,1
98.6,56,4622,0,2,0,0,1,0
103.65,55,4689,0,1,0,0,1,0
92.9,36,2932,2,1,2,2,0,0
19.9,47,6427,1,0,1,1,2,0
20.1,12,1956,0,1,1,1,2,0
85.45,1,6210,0,2,0,0,1,1
80.5,24,1715,0,2,0,0,1,0
99.9,63,5008,1,0,0,0,1,1
39.85,35,804,0,2,0,0,0,0
60.5,67,3311,1,1,2,2,0,0
84.8,25,1675,0,2,0,0,1,1
103.85,21,1849,0,3,2,0,1,0
67.8,13,6183,0,0,2,2,0,0
75.2,35,2232,0,2,0,0,1,1
24.85,71,1499,2,0,1,1,2,0
19.35,29,4922,0,1,1,1,2,0
49.35,71,3049,2,2,0,0,0,1
89.0,7,4946,0,2,0,0,1,0
55.0,57,2691,0,2,0,0,0,0
76.15,65,4179,2,0,2,2,0,0
20.3,27,4876,1,3,1,1,2,0
74.9,6,3971,0,2,0,0,1,1
117.35,72,6188,2,1,2,2,1,0
19.75,1,1489,0,3,1,1,2,0
45.2,11,4171,0,1,0,0,0,0
25.2,39,6506,2,3,1,1,2,0
89.75,59,4554,0,2,2,0,1,0
75.0,26,1507,1,0,2,2,0,0
49.95,2,134,0,3,0,0,0,0
65.7,72,3891,2,0,2,2,0,0
67.05,65,3669,1,1,2,0,0,0
110.9,72,5986,2,1,0,2,1,0
87.95,6,4372,0,0,0,2,1,0
19.8,32,4824,1,1,1,1,2,0
75.7,50,3316,1,0,0,0,0,0
62.15,61,3245,2,3,2,2,0,0
101.25,15,842,0,2,0,0,1,1
115.15,72,6158,2,0,2,2,1,0
18.95,9,1415,0,3,1,1,2,1
19.5,1,1484,0,3,1,1,2,0
86.55,12,127,0,2,0,0,1,0
28.6,37,6493,0,1,0,2,0,1
20.4,61,415,1,3,1,1,2,0
19.8,18,2964,1,0,1,1,2,0
45.65,21,6505,0,3,0,0,0,0
56.4,68,3372,2,3,2,2,0,0
